# LAMMPS data file written by OVITO Basic 3.13.1

540 atoms
3 atom types

0.0 16.11614658 xlo xhi
0.0 16.38838947 ylo yhi
0.0 22.90907886 zlo zhi


Masses

1 40.078  # Ca2+
2 47.867  # Ti4+
3 15.9994  # O2-

Atoms  # atomic

1 1 2.000000 -2.6373165465 -2.4997890577 -1.909089905
2 1 2.000000 -2.7347323135 -2.9630074323 -5.727269715
3 1 2.000000 -0.0487078835 -5.2311873027 -1.909089905
4 1 2.000000 -5.3233409765 -0.2316091873 -5.727269715
5 2 4.000000 -5.37204886 -2.731398245 -3.81817981
6 2 4.000000 -5.37204886 -2.731398245 -7.63635962
7 2 4.000000 -2.68602443 -5.46279649 -3.81817981
8 2 4.000000 -2.68602443 -5.46279649 -7.63635962
9 3 -2.000000 -4.9595769856 -2.8334016569 -1.909089905
10 3 -2.000000 -0.4124718744 -2.6293948331 -5.727269715
11 3 -2.000000 -3.0984963044 -0.1020034119 -1.909089905
12 3 -2.000000 -2.2735525556 -5.3607930781 -5.727269715
13 3 -2.000000 -1.1265523824 -1.1492971042 -0.3066664278
14 3 -2.000000 -4.2454964776 -4.3134993858 -4.1248462378
15 3 -2.000000 -4.2454964776 -4.3134993858 -7.3296931922
16 3 -2.000000 -1.1265523824 -1.1492971042 -3.5115133822
17 3 -2.000000 -1.5594720476 -3.8806953492 -0.3066664278
18 3 -2.000000 -3.8125768124 -1.5821011408 -4.1248462378
19 3 -2.000000 -3.8125768124 -1.5821011408 -7.3296931922
20 3 -2.000000 -1.5594720476 -3.8806953492 -3.5115133822
21 1 2.000000 -2.6373165465 -2.4997890577 5.727269715
22 1 2.000000 -2.7347323135 -2.9630074323 1.909089905
23 1 2.000000 -0.0487078835 -5.2311873027 5.727269715
24 1 2.000000 -5.3233409765 -0.2316091873 1.909089905
25 2 4.000000 -5.37204886 -2.731398245 3.81817981
26 2 4.000000 -5.37204886 -2.731398245 0.0
27 2 4.000000 -2.68602443 -5.46279649 3.81817981
28 2 4.000000 -2.68602443 -5.46279649 0.0
29 3 -2.000000 -4.9595769856 -2.8334016569 5.727269715
30 3 -2.000000 -0.4124718744 -2.6293948331 1.909089905
31 3 -2.000000 -3.0984963044 -0.1020034119 5.727269715
32 3 -2.000000 -2.2735525556 -5.3607930781 1.909089905
33 3 -2.000000 -1.1265523824 -1.1492971042 7.3296931922
34 3 -2.000000 -4.2454964776 -4.3134993858 3.5115133822
35 3 -2.000000 -4.2454964776 -4.3134993858 0.3066664278
36 3 -2.000000 -1.1265523824 -1.1492971042 4.1248462378
37 3 -2.000000 -1.5594720476 -3.8806953492 7.3296931922
38 3 -2.000000 -3.8125768124 -1.5821011408 3.5115133822
39 3 -2.000000 -3.8125768124 -1.5821011408 0.3066664278
40 3 -2.000000 -1.5594720476 -3.8806953492 4.1248462378
41 1 2.000000 -2.6373165465 -2.4997890577 13.363629335
42 1 2.000000 -2.7347323135 -2.9630074323 9.545449525
43 1 2.000000 -0.0487078835 -5.2311873027 13.363629335
44 1 2.000000 -5.3233409765 -0.2316091873 9.545449525
45 2 4.000000 -5.37204886 -2.731398245 11.45453943
46 2 4.000000 -5.37204886 -2.731398245 7.63635962
47 2 4.000000 -2.68602443 -5.46279649 11.45453943
48 2 4.000000 -2.68602443 -5.46279649 7.63635962
49 3 -2.000000 -4.9595769856 -2.8334016569 13.363629335
50 3 -2.000000 -0.4124718744 -2.6293948331 9.545449525
51 3 -2.000000 -3.0984963044 -0.1020034119 13.363629335
52 3 -2.000000 -2.2735525556 -5.3607930781 9.545449525
53 3 -2.000000 -1.1265523824 -1.1492971042 14.9660528122
54 3 -2.000000 -4.2454964776 -4.3134993858 11.1478730022
55 3 -2.000000 -4.2454964776 -4.3134993858 7.9430260478
56 3 -2.000000 -1.1265523824 -1.1492971042 11.7612058578
57 3 -2.000000 -1.5594720476 -3.8806953492 14.9660528122
58 3 -2.000000 -3.8125768124 -1.5821011408 11.1478730022
59 3 -2.000000 -3.8125768124 -1.5821011408 7.9430260478
60 3 -2.000000 -1.5594720476 -3.8806953492 11.7612058578
61 1 2.000000 -2.6373165465 2.9630074323 -1.909089905
62 1 2.000000 -2.7347323135 2.4997890577 -5.727269715
63 1 2.000000 -0.0487078835 0.2316091873 -1.909089905
64 1 2.000000 -5.3233409765 5.2311873027 -5.727269715
65 2 4.000000 -5.37204886 2.731398245 -3.81817981
66 2 4.000000 -5.37204886 2.731398245 -7.63635962
67 2 4.000000 -2.68602443 0.0 -3.81817981
68 2 4.000000 -2.68602443 0.0 -7.63635962
69 3 -2.000000 -4.9595769856 2.6293948331 -1.909089905
70 3 -2.000000 -0.4124718744 2.8334016569 -5.727269715
71 3 -2.000000 -3.0984963044 5.3607930781 -1.909089905
72 3 -2.000000 -2.2735525556 0.1020034119 -5.727269715
73 3 -2.000000 -1.1265523824 4.3134993858 -0.3066664278
74 3 -2.000000 -4.2454964776 1.1492971042 -4.1248462378
75 3 -2.000000 -4.2454964776 1.1492971042 -7.3296931922
76 3 -2.000000 -1.1265523824 4.3134993858 -3.5115133822
77 3 -2.000000 -1.5594720476 1.5821011408 -0.3066664278
78 3 -2.000000 -3.8125768124 3.8806953492 -4.1248462378
79 3 -2.000000 -3.8125768124 3.8806953492 -7.3296931922
80 3 -2.000000 -1.5594720476 1.5821011408 -3.5115133822
81 1 2.000000 -2.6373165465 2.9630074323 5.727269715
82 1 2.000000 -2.7347323135 2.4997890577 1.909089905
83 1 2.000000 -0.0487078835 0.2316091873 5.727269715
84 1 2.000000 -5.3233409765 5.2311873027 1.909089905
85 2 4.000000 -5.37204886 2.731398245 3.81817981
86 2 4.000000 -5.37204886 2.731398245 0.0
87 2 4.000000 -2.68602443 0.0 3.81817981
88 2 4.000000 -2.68602443 0.0 0.0
89 3 -2.000000 -4.9595769856 2.6293948331 5.727269715
90 3 -2.000000 -0.4124718744 2.8334016569 1.909089905
91 3 -2.000000 -3.0984963044 5.3607930781 5.727269715
92 3 -2.000000 -2.2735525556 0.1020034119 1.909089905
93 3 -2.000000 -1.1265523824 4.3134993858 7.3296931922
94 3 -2.000000 -4.2454964776 1.1492971042 3.5115133822
95 3 -2.000000 -4.2454964776 1.1492971042 0.3066664278
96 3 -2.000000 -1.1265523824 4.3134993858 4.1248462378
97 3 -2.000000 -1.5594720476 1.5821011408 7.3296931922
98 3 -2.000000 -3.8125768124 3.8806953492 3.5115133822
99 3 -2.000000 -3.8125768124 3.8806953492 0.3066664278
100 3 -2.000000 -1.5594720476 1.5821011408 4.1248462378
101 1 2.000000 -2.6373165465 2.9630074323 13.363629335
102 1 2.000000 -2.7347323135 2.4997890577 9.545449525
103 1 2.000000 -0.0487078835 0.2316091873 13.363629335
104 1 2.000000 -5.3233409765 5.2311873027 9.545449525
105 2 4.000000 -5.37204886 2.731398245 11.45453943
106 2 4.000000 -5.37204886 2.731398245 7.63635962
107 2 4.000000 -2.68602443 0.0 11.45453943
108 2 4.000000 -2.68602443 0.0 7.63635962
109 3 -2.000000 -4.9595769856 2.6293948331 13.363629335
110 3 -2.000000 -0.4124718744 2.8334016569 9.545449525
111 3 -2.000000 -3.0984963044 5.3607930781 13.363629335
112 3 -2.000000 -2.2735525556 0.1020034119 9.545449525
113 3 -2.000000 -1.1265523824 4.3134993858 14.9660528122
