label,slope,intercept,D_A2_ps,D_m2_s,r
Ca,1.1246503744533356,19.420959643501646,0.18744172907555592,1.874417290755559e-09,0.93585217239498
O,1.656312360164316,7.4894642689648805,0.27605206002738597,2.7605206002738597e-09,0.9801771947716069
Ti,1.5590303116303714,13.18422470925751,0.2598383852717286,2.598383852717286e-09,0.9570159122225423
